2020-08-30 19:46:00,947 | root | INFO | New Controller object was initialized
2020-08-30 20:37:48,588 | root | DEBUG | Controller at the start of balance:Controller:{Atm:{availableCash:10000},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:10.24,overdrawn:False,getTransactionHistory:[]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:2859459814, authorizationTime:2020-08-30 20:37:48.587753}}
2020-08-30 20:37:48,588 | root | INFO | AccountId 2859459814 successfully authorized to access their account balance
2020-08-30 20:37:48,588 | root | DEBUG | Controller at the end of successful balance check:Controller:{Atm:{availableCash:10000},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:10.24,overdrawn:False,getTransactionHistory:[]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:2859459814, authorizationTime:2020-08-30 20:37:48.588229}}
2020-08-30 20:37:48,596 | root | INFO | The following new controller object was initialized:Controller:{Atm:{availableCash:10000},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:10.24,overdrawn:False,getTransactionHistory:[]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:None, authorizationTime:None}}
2020-08-30 20:37:48,596 | root | DEBUG | Controller at the start of login:Controller:{Atm:{availableCash:10000},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:10.24,overdrawn:False,getTransactionHistory:[]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:None, authorizationTime:None}}
2020-08-30 20:37:48,596 | root | DEBUG | Controller at the end of login:Controller:{Atm:{availableCash:10000},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:10.24,overdrawn:False,getTransactionHistory:[]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:2859459814, authorizationTime:2020-08-30 20:37:48.596935}}
2020-08-30 20:37:48,597 | root | DEBUG | Value:1, controller at the start of deposit:Controller:{Atm:{availableCash:10000},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:10.24,overdrawn:False,getTransactionHistory:[]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:2859459814, authorizationTime:2020-08-30 20:37:48.596935}}
2020-08-30 20:37:48,597 | root | DEBUG | Controller at the start of balance:Controller:{Atm:{availableCash:10001},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:11.24,overdrawn:False,getTransactionHistory:[2020-08-30 20:37:48 1.00 11.24]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:2859459814, authorizationTime:2020-08-30 20:37:48.597335}}
2020-08-30 20:37:48,597 | root | INFO | AccountId 2859459814 successfully authorized to access their account balance
2020-08-30 20:37:48,597 | root | DEBUG | Controller at the end of successful balance check:Controller:{Atm:{availableCash:10001},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:11.24,overdrawn:False,getTransactionHistory:[2020-08-30 20:37:48 1.00 11.24]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:2859459814, authorizationTime:2020-08-30 20:37:48.597532}}
2020-08-30 20:37:48,597 | root | DEBUG | Controller at the end of deposit:Controller:{Atm:{availableCash:10001},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:11.24,overdrawn:False,getTransactionHistory:[2020-08-30 20:37:48 1.00 11.24]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:2859459814, authorizationTime:2020-08-30 20:37:48.597532}}
2020-08-30 20:37:48,598 | root | DEBUG | Controller at the start of balance:Controller:{Atm:{availableCash:10001},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:11.24,overdrawn:False,getTransactionHistory:[2020-08-30 20:37:48 1.00 11.24]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:2859459814, authorizationTime:2020-08-30 20:37:48.597532}}
2020-08-30 20:37:48,598 | root | INFO | AccountId 2859459814 successfully authorized to access their account balance
2020-08-30 20:37:48,598 | root | DEBUG | Controller at the end of successful balance check:Controller:{Atm:{availableCash:10001},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:11.24,overdrawn:False,getTransactionHistory:[2020-08-30 20:37:48 1.00 11.24]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:2859459814, authorizationTime:2020-08-30 20:37:48.598183}}
2020-08-30 20:37:48,605 | root | INFO | The following new controller object was initialized:Controller:{Atm:{availableCash:10000},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:10.24,overdrawn:False,getTransactionHistory:[]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:None, authorizationTime:None}}
2020-08-30 20:37:48,613 | root | INFO | The following new controller object was initialized:Controller:{Atm:{availableCash:10000},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:10.24,overdrawn:False,getTransactionHistory:[]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:None, authorizationTime:None}}
2020-08-30 20:37:48,614 | root | DEBUG | Controller at the start of login:Controller:{Atm:{availableCash:10000},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:10.24,overdrawn:False,getTransactionHistory:[]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:None, authorizationTime:None}}
2020-08-30 20:37:48,614 | root | DEBUG | Controller at the end of login:Controller:{Atm:{availableCash:10000},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:10.24,overdrawn:False,getTransactionHistory:[]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:2859459814, authorizationTime:2020-08-30 20:37:48.614317}}
2020-08-30 20:37:48,621 | root | INFO | The following new controller object was initialized:Controller:{Atm:{availableCash:10000},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:10.24,overdrawn:False,getTransactionHistory:[]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:None, authorizationTime:None}}
2020-08-30 20:37:48,621 | root | DEBUG | Controller at the start of login:Controller:{Atm:{availableCash:10000},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:10.24,overdrawn:False,getTransactionHistory:[]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:None, authorizationTime:None}}
2020-08-30 20:37:48,622 | root | DEBUG | Controller at the end of login:Controller:{Atm:{availableCash:10000},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:10.24,overdrawn:False,getTransactionHistory:[]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:2859459814, authorizationTime:2020-08-30 20:37:48.622029}}
2020-08-30 20:37:48,622 | root | DEBUG | Value:20, controller at the start of deposit:Controller:{Atm:{availableCash:10000},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:10.24,overdrawn:False,getTransactionHistory:[]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:2859459814, authorizationTime:2020-08-30 20:37:48.622029}}
2020-08-30 20:37:48,622 | root | DEBUG | Controller at the start of balance:Controller:{Atm:{availableCash:10020},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:30.240000000000002,overdrawn:False,getTransactionHistory:[2020-08-30 20:37:48 20.00 30.24]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:2859459814, authorizationTime:2020-08-30 20:37:48.622460}}
2020-08-30 20:37:48,622 | root | INFO | AccountId 2859459814 successfully authorized to access their account balance
2020-08-30 20:37:48,622 | root | DEBUG | Controller at the end of successful balance check:Controller:{Atm:{availableCash:10020},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:30.240000000000002,overdrawn:False,getTransactionHistory:[2020-08-30 20:37:48 20.00 30.24]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:2859459814, authorizationTime:2020-08-30 20:37:48.622660}}
2020-08-30 20:37:48,623 | root | DEBUG | Controller at the end of deposit:Controller:{Atm:{availableCash:10020},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:30.240000000000002,overdrawn:False,getTransactionHistory:[2020-08-30 20:37:48 20.00 30.24]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:2859459814, authorizationTime:2020-08-30 20:37:48.622660}}
2020-08-30 20:37:48,623 | root | DEBUG | Controller at the start of logout:Controller:{Atm:{availableCash:10020},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:30.240000000000002,overdrawn:False,getTransactionHistory:[2020-08-30 20:37:48 20.00 30.24]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:2859459814, authorizationTime:2020-08-30 20:37:48.622660}}
2020-08-30 20:37:48,623 | root | DEBUG | Controller at the end of logout:Controller:{Atm:{availableCash:10020},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:30.240000000000002,overdrawn:False,getTransactionHistory:[2020-08-30 20:37:48 20.00 30.24]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:None, authorizationTime:None}}
2020-08-30 20:37:48,623 | root | DEBUG | Controller at the start of balance:Controller:{Atm:{availableCash:10020},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:30.240000000000002,overdrawn:False,getTransactionHistory:[2020-08-30 20:37:48 20.00 30.24]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:None, authorizationTime:None}}
2020-08-30 20:37:48,623 | root | WARNING | Get balance failed because the current user is not authorized
2020-08-30 20:37:48,623 | root | DEBUG | Controller at the start of deposit:Controller:{Atm:{availableCash:10020},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:30.240000000000002,overdrawn:False,getTransactionHistory:[2020-08-30 20:37:48 20.00 30.24]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:None, authorizationTime:None}}
2020-08-30 20:37:48,624 | root | DEBUG | Value:100, controller at the start of deposit:Controller:{Atm:{availableCash:10020},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:30.240000000000002,overdrawn:False,getTransactionHistory:[2020-08-30 20:37:48 20.00 30.24]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:None, authorizationTime:None}}
2020-08-30 20:37:48,624 | root | WARNING | Deposit failed because the current user is not authorized
2020-08-30 20:37:48,624 | root | DEBUG | Value:100, controller at the start of deposit:Controller:{Atm:{availableCash:10020},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:30.240000000000002,overdrawn:False,getTransactionHistory:[2020-08-30 20:37:48 20.00 30.24]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:None, authorizationTime:None}}
2020-08-30 20:37:48,624 | root | WARNING | Withdrawal failed because the current user is not authorized
2020-08-30 20:37:48,634 | root | INFO | The following new controller object was initialized:Controller:{Atm:{availableCash:10000},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:10.24,overdrawn:False,getTransactionHistory:[]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:None, authorizationTime:None}}
2020-08-30 20:37:48,635 | root | DEBUG | Controller at the start of login:Controller:{Atm:{availableCash:10000},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:10.24,overdrawn:False,getTransactionHistory:[]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:None, authorizationTime:None}}
2020-08-30 20:37:48,635 | root | DEBUG | Controller at the end of login:Controller:{Atm:{availableCash:10000},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:10.24,overdrawn:False,getTransactionHistory:[]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:2859459814, authorizationTime:2020-08-30 20:37:48.635255}}
2020-08-30 20:37:48,635 | root | DEBUG | Value:20, controller at the start of deposit:Controller:{Atm:{availableCash:10000},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:10.24,overdrawn:False,getTransactionHistory:[]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:2859459814, authorizationTime:2020-08-30 20:37:48.635255}}
2020-08-30 20:37:48,635 | root | DEBUG | Controller at the start of balance:Controller:{Atm:{availableCash:10020},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:30.240000000000002,overdrawn:False,getTransactionHistory:[2020-08-30 20:37:48 20.00 30.24]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:2859459814, authorizationTime:2020-08-30 20:37:48.635616}}
2020-08-30 20:37:48,635 | root | INFO | AccountId 2859459814 successfully authorized to access their account balance
2020-08-30 20:37:48,635 | root | DEBUG | Controller at the end of successful balance check:Controller:{Atm:{availableCash:10020},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:30.240000000000002,overdrawn:False,getTransactionHistory:[2020-08-30 20:37:48 20.00 30.24]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:2859459814, authorizationTime:2020-08-30 20:37:48.635806}}
2020-08-30 20:37:48,636 | root | DEBUG | Controller at the end of deposit:Controller:{Atm:{availableCash:10020},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:30.240000000000002,overdrawn:False,getTransactionHistory:[2020-08-30 20:37:48 20.00 30.24]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:2859459814, authorizationTime:2020-08-30 20:37:48.635806}}
2020-08-30 20:39:48,635 | root | DEBUG | Controller at the start of balance:Controller:{Atm:{availableCash:10020},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:30.240000000000002,overdrawn:False,getTransactionHistory:[2020-08-30 20:37:48 20.00 30.24]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:2859459814, authorizationTime:2020-08-30 20:37:48.635806}}
2020-08-30 20:39:48,636 | root | WARNING | Get balance failed because the current user is not authorized
2020-08-30 20:39:48,636 | root | DEBUG | Controller at the start of deposit:Controller:{Atm:{availableCash:10020},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:30.240000000000002,overdrawn:False,getTransactionHistory:[2020-08-30 20:37:48 20.00 30.24]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:2859459814, authorizationTime:2020-08-30 20:37:48.635806}}
2020-08-30 20:39:48,636 | root | DEBUG | Value:100, controller at the start of deposit:Controller:{Atm:{availableCash:10020},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:30.240000000000002,overdrawn:False,getTransactionHistory:[2020-08-30 20:37:48 20.00 30.24]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:2859459814, authorizationTime:2020-08-30 20:37:48.635806}}
2020-08-30 20:39:48,636 | root | WARNING | Deposit failed because the current user is not authorized
2020-08-30 20:39:48,636 | root | DEBUG | Value:100, controller at the start of deposit:Controller:{Atm:{availableCash:10020},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:30.240000000000002,overdrawn:False,getTransactionHistory:[2020-08-30 20:37:48 20.00 30.24]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:2859459814, authorizationTime:2020-08-30 20:37:48.635806}}
2020-08-30 20:39:48,637 | root | WARNING | Withdrawal failed because the current user is not authorized
2020-08-30 20:39:48,646 | root | INFO | The following new controller object was initialized:Controller:{Atm:{availableCash:10000},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:10.24,overdrawn:False,getTransactionHistory:[]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:None, authorizationTime:None}}
2020-08-30 20:39:48,646 | root | DEBUG | Controller at the start of login:Controller:{Atm:{availableCash:10000},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:10.24,overdrawn:False,getTransactionHistory:[]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:None, authorizationTime:None}}
2020-08-30 20:39:48,646 | root | DEBUG | Controller at the end of login:Controller:{Atm:{availableCash:10000},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:10.24,overdrawn:False,getTransactionHistory:[]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:1434597300, authorizationTime:2020-08-30 20:39:48.646915}}
2020-08-30 20:39:48,647 | root | DEBUG | Value:20, controller at the start of deposit:Controller:{Atm:{availableCash:10000},accounts:{'2859459814': Account:{accountId:2859459814,pin:****,balance:10.24,overdrawn:False,getTransactionHistory:[]}, '1434597300': Account:{accountId:1434597300,pin:****,balance:90000.55,overdrawn:False,getTransactionHistory:[]}, '7089382418': Account:{accountId:7089382418,pin:****,balance:0.0,overdrawn:False,getTransactionHistory:[]}, '2001377812': Account:{accountId:2001377812,pin:****,balance:60.0,overdrawn:False,getTransactionHistory:[]}},Session:{currentAccountId:1434597300, authorizationTime:2020-08-30 20:39:48.646915}}
